Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28,text
Kardiyoloji,Kalp Krizi,kusma,nefes darlığı,terlemek,,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Kalp Krizi. Bölüm: Kardiyoloji. Belirtiler: kusma, nefes darlığı, terlemek."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,morarma,obezite,şişmiş bacaklar,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, morarma, obezite, şişmiş bacaklar, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,kramplar,morarma,obezite,şişmiş bacaklar,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: kramplar, morarma, obezite, şişmiş bacaklar, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,morarma,obezite,şişmiş bacaklar,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, morarma, obezite, şişmiş bacaklar, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,obezite,şişmiş bacaklar,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, obezite, şişmiş bacaklar, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,morarma,şişmiş bacaklar,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, morarma, şişmiş bacaklar, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,morarma,obezite,şişmiş kan damarları,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, morarma, obezite, şişmiş kan damarları, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,morarma,obezite,şişmiş bacaklar,baldırda belirgin damarlar,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, morarma, obezite, şişmiş bacaklar, baldırda belirgin damarlar."
Genel Dahiliye,Varisli Damarlar,yorgunluk,kramplar,morarma,obezite,şişmiş bacaklar,şişmiş kan damarları,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Varisli Damarlar. Bölüm: Genel Dahiliye. Belirtiler: yorgunluk, kramplar, morarma, obezite, şişmiş bacaklar, şişmiş kan damarları."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,soğuk eller ve ayaklar,ruh halinde ani değişimler,rehavet,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, soğuk eller ve ayaklar, ruh halinde ani değişimler, rehavet, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,kilo almak,soğuk eller ve ayaklar,ruh halinde ani değişimler,rehavet,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kilo almak, soğuk eller ve ayaklar, ruh halinde ani değişimler, rehavet, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,soğuk eller ve ayaklar,ruh halinde ani değişimler,rehavet,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, soğuk eller ve ayaklar, ruh halinde ani değişimler, rehavet, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,ruh halinde ani değişimler,rehavet,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, ruh halinde ani değişimler, rehavet, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,soğuk eller ve ayaklar,rehavet,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, soğuk eller ve ayaklar, rehavet, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,soğuk eller ve ayaklar,ruh halinde ani değişimler,baş dönmesi,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, soğuk eller ve ayaklar, ruh halinde ani değişimler, baş dönmesi, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,soğuk eller ve ayaklar,ruh halinde ani değişimler,rehavet,şişmiş yüz ve gözler,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, soğuk eller ve ayaklar, ruh halinde ani değişimler, rehavet, şişmiş yüz ve gözler, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipotiroidizm,yorgunluk,kilo almak,soğuk eller ve ayaklar,ruh halinde ani değişimler,rehavet,baş dönmesi,tiroid genişlemesi,kırılgan tırnaklar,şişmiş eller ve ayaklar,depresyon,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,"Hastalık: Hipotiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo almak, soğuk eller ve ayaklar, ruh halinde ani değişimler, rehavet, baş dönmesi, tiroid genişlemesi, kırılgan tırnaklar, şişmiş eller ve ayaklar, depresyon, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,terlemek,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, huzursuzluk, terlemek, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,terlemek,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: ruh halinde ani değişimler, kilo kaybı, huzursuzluk, terlemek, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,kilo kaybı,huzursuzluk,terlemek,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, kilo kaybı, huzursuzluk, terlemek, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,huzursuzluk,terlemek,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, huzursuzluk, terlemek, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,terlemek,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, terlemek, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,ishal,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, huzursuzluk, ishal, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,terlemek,hızlı kalp atış hızı,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, huzursuzluk, terlemek, hızlı kalp atış hızı, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,terlemek,ishal,aşırı açlık,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, huzursuzluk, terlemek, ishal, aşırı açlık, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipertiroidizm,yorgunluk,ruh halinde ani değişimler,kilo kaybı,huzursuzluk,terlemek,ishal,hızlı kalp atış hızı,kas güçsüzlüğü,sinirlilik,anormal adet kanaması,,,,,,,,,,,,,,,,,,,"Hastalık: Hipertiroidizm. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, ruh halinde ani değişimler, kilo kaybı, huzursuzluk, terlemek, ishal, hızlı kalp atış hızı, kas güçsüzlüğü, sinirlilik, anormal adet kanaması."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,terlemek,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, terlemek, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,terlemek,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, terlemek, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,yorgunluk,endişe,terlemek,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: yorgunluk, endişe, terlemek, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,endişe,terlemek,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, endişe, terlemek, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,terlemek,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, terlemek, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,baş ağrısı,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, baş ağrısı, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,terlemek,mide bulantısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, terlemek, mide bulantısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,terlemek,baş ağrısı,bulanık ve bozuk görüş,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, terlemek, baş ağrısı, bulanık ve bozuk görüş, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Dahiliye (İç Hastalıkları),Hipoglisemi,kusma,yorgunluk,endişe,terlemek,baş ağrısı,mide bulantısı,aşırı açlık,dudakların kuruması ve karıncalanması,konuşma bozukluğu,sinirlilik,çarpıntı hissi,,,,,,,,,,,,,,,,,,"Hastalık: Hipoglisemi. Bölüm: Dahiliye (İç Hastalıkları). Belirtiler: kusma, yorgunluk, endişe, terlemek, baş ağrısı, mide bulantısı, aşırı açlık, dudakların kuruması ve karıncalanması, konuşma bozukluğu, sinirlilik, çarpıntı hissi."
Ortopedi,Osteoartrit,eklem ağrısı,boyun ağrısı,diz ağrısı,kalça eklemi ağrısı,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, boyun ağrısı, diz ağrısı, kalça eklemi ağrısı, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Osteoartrit,boyun ağrısı,diz ağrısı,kalça eklemi ağrısı,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: boyun ağrısı, diz ağrısı, kalça eklemi ağrısı, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Osteoartrit,eklem ağrısı,diz ağrısı,kalça eklemi ağrısı,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, diz ağrısı, kalça eklemi ağrısı, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Osteoartrit,eklem ağrısı,boyun ağrısı,kalça eklemi ağrısı,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, boyun ağrısı, kalça eklemi ağrısı, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Osteoartrit,eklem ağrısı,boyun ağrısı,diz ağrısı,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, boyun ağrısı, diz ağrısı, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Osteoartrit,eklem ağrısı,boyun ağrısı,diz ağrısı,kalça eklemi ağrısı,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, boyun ağrısı, diz ağrısı, kalça eklemi ağrısı, ağrılı yürüyüş."
Ortopedi,Osteoartrit,eklem ağrısı,boyun ağrısı,diz ağrısı,kalça eklemi ağrısı,eklemlerin şişmesi,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Osteoartrit. Bölüm: Ortopedi. Belirtiler: eklem ağrısı, boyun ağrısı, diz ağrısı, kalça eklemi ağrısı, eklemlerin şişmesi."
Ortopedi,Artrit,kas güçsüzlüğü,boyun tutulması,eklemlerin şişmesi,hareket kısıtlılığı,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: kas güçsüzlüğü, boyun tutulması, eklemlerin şişmesi, hareket kısıtlılığı, ağrılı yürüyüş."
Ortopedi,Artrit,boyun tutulması,eklemlerin şişmesi,hareket kısıtlılığı,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: boyun tutulması, eklemlerin şişmesi, hareket kısıtlılığı, ağrılı yürüyüş."
Ortopedi,Artrit,kas güçsüzlüğü,eklemlerin şişmesi,hareket kısıtlılığı,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: kas güçsüzlüğü, eklemlerin şişmesi, hareket kısıtlılığı, ağrılı yürüyüş."
Ortopedi,Artrit,kas güçsüzlüğü,boyun tutulması,hareket kısıtlılığı,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: kas güçsüzlüğü, boyun tutulması, hareket kısıtlılığı, ağrılı yürüyüş."
Ortopedi,Artrit,kas güçsüzlüğü,boyun tutulması,eklemlerin şişmesi,ağrılı yürüyüş,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: kas güçsüzlüğü, boyun tutulması, eklemlerin şişmesi, ağrılı yürüyüş."
Ortopedi,Artrit,kas güçsüzlüğü,boyun tutulması,eklemlerin şişmesi,hareket kısıtlılığı,,,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Artrit. Bölüm: Ortopedi. Belirtiler: kas güçsüzlüğü, boyun tutulması, eklemlerin şişmesi, hareket kısıtlılığı."
Nöroloji,Paroymsal Pozisyonel Vertigo,kusma,baş ağrısı,mide bulantısı,dönme hareketleri,denge kaybı,kararsızlık,,,,,,,,,,,,,,,,,,,,,,,"Hastalık: Paroymsal Pozisyonel Vertigo. Bölüm: Nöroloji. Belirtiler: kusma, baş ağrısı, mide bulantısı, dönme hareketleri, denge kaybı, kararsızlık."
